,vid,HG03453,HG01891,HG02559,HG01978,HG00673,HG00741,HG02486,HG00735,HG01258,HG01106,HG03516,HG03579,HG01123,HG03540,HG02622,HG02717,HG01928,HG01952,HG02572,HG02148,HG01358,HG02886,HG00438,HG01175,HG02630,HG00621,HG01361,HG02257
4634,4634.0,60.0,42.0,38.0,42.0,43.0,50.0,47.0,47.0,42.0,50.0,47.0,43.0,34.0,69.0,66.0,40.0,40.0,33.0,35.0,48.0,38.0,34.0,33.0,49.0,38.0,52.0,42.0,34.0
4635,4635.0,60.0,42.0,38.0,42.0,43.0,50.0,47.0,47.0,42.0,50.0,47.0,43.0,34.0,69.0,66.0,39.0,40.0,34.0,35.0,47.0,38.0,34.0,32.0,49.0,38.0,51.0,42.0,34.0
4750,4750.0,37.0,40.0,26.0,34.0,33.0,24.0,30.0,23.0,29.0,32.0,31.0,37.0,26.0,52.0,39.0,44.0,40.0,42.0,26.0,33.0,37.0,37.0,31.0,28.0,31.0,25.0,26.0,34.0
4764,4764.0,44.0,35.0,37.0,35.0,48.0,39.0,38.0,34.0,29.0,30.0,43.0,58.0,46.0,60.0,46.0,56.0,31.0,36.0,22.0,33.0,27.0,35.0,27.0,34.0,44.0,43.0,41.0,32.0
4776,4776.0,36.0,34.0,34.0,32.0,50.0,26.0,42.0,29.0,27.0,39.0,34.0,48.0,37.0,51.0,53.0,40.0,26.0,40.0,26.0,45.0,32.0,43.0,22.0,41.0,53.0,45.0,31.0,29.0
4781,4781.0,46.0,43.0,41.0,32.0,35.0,30.0,40.0,33.0,25.0,33.0,45.0,41.0,40.0,46.0,49.0,45.0,25.0,29.0,24.0,28.0,36.0,34.0,29.0,30.0,39.0,44.0,34.0,23.0
4798,4798.0,42.0,40.0,35.0,30.0,31.0,31.0,33.0,20.0,24.0,32.0,35.0,33.0,30.0,41.0,42.0,27.0,20.0,31.0,20.0,31.0,39.0,37.0,26.0,29.0,46.0,28.0,35.0,32.0
4799,4799.0,42.0,40.0,35.0,30.0,31.0,31.0,33.0,20.0,24.0,32.0,35.0,33.0,29.0,41.0,42.0,27.0,20.0,31.0,20.0,31.0,39.0,37.0,26.0,29.0,46.0,28.0,35.0,32.0
4800,4800.0,42.0,40.0,35.0,30.0,31.0,31.0,33.0,20.0,24.0,32.0,35.0,33.0,29.0,41.0,42.0,27.0,20.0,31.0,20.0,31.0,39.0,37.0,26.0,29.0,46.0,28.0,35.0,32.0
4802,4802.0,42.0,40.0,35.0,30.0,31.0,31.0,33.0,20.0,24.0,32.0,35.0,34.0,29.0,41.0,42.0,27.0,20.0,31.0,20.0,31.0,39.0,37.0,26.0,29.0,46.0,28.0,35.0,32.0
4825,4825.0,36.0,38.0,32.0,31.0,29.0,19.0,28.0,43.0,29.0,27.0,37.0,27.0,38.0,32.0,32.0,29.0,18.0,39.0,32.0,26.0,38.0,25.0,31.0,27.0,29.0,29.0,34.0,29.0
4826,4826.0,36.0,38.0,32.0,31.0,29.0,19.0,28.0,43.0,30.0,27.0,38.0,28.0,38.0,32.0,32.0,29.0,18.0,39.0,32.0,26.0,38.0,25.0,31.0,27.0,29.0,29.0,34.0,29.0
5072,5072.0,38.0,47.0,40.0,29.0,37.0,30.0,37.0,35.0,42.0,27.0,39.0,48.0,35.0,65.0,50.0,37.0,26.0,35.0,28.0,47.0,31.0,34.0,35.0,42.0,60.0,42.0,34.0,39.0
5073,5073.0,38.0,47.0,40.0,29.0,37.0,30.0,37.0,35.0,42.0,27.0,39.0,48.0,35.0,65.0,50.0,37.0,27.0,35.0,29.0,48.0,32.0,34.0,35.0,42.0,60.0,42.0,34.0,39.0
5077,5077.0,45.0,38.0,48.0,28.0,46.0,21.0,32.0,46.0,39.0,37.0,30.0,47.0,33.0,55.0,42.0,51.0,20.0,47.0,27.0,43.0,36.0,25.0,37.0,31.0,46.0,43.0,41.0,38.0
5080,5080.0,40.0,35.0,38.0,30.0,44.0,27.0,35.0,39.0,29.0,35.0,34.0,45.0,33.0,55.0,52.0,47.0,21.0,33.0,25.0,38.0,38.0,26.0,34.0,32.0,46.0,37.0,34.0,33.0
5139,5139.0,53.0,40.0,37.0,26.0,46.0,26.0,32.0,43.0,33.0,38.0,36.0,40.0,30.0,58.0,48.0,38.0,25.0,30.0,12.0,36.0,28.0,29.0,28.0,35.0,43.0,42.0,37.0,38.0
5140,5140.0,53.0,40.0,37.0,26.0,46.0,26.0,32.0,43.0,33.0,38.0,36.0,40.0,30.0,58.0,48.0,38.0,25.0,30.0,12.0,36.0,28.0,29.0,28.0,35.0,43.0,42.0,36.0,38.0
5141,5141.0,53.0,40.0,37.0,26.0,46.0,26.0,32.0,43.0,33.0,38.0,36.0,40.0,30.0,58.0,48.0,38.0,25.0,30.0,12.0,36.0,28.0,29.0,28.0,35.0,43.0,41.0,36.0,38.0
5144,5144.0,50.0,38.0,37.0,25.0,41.0,23.0,30.0,29.0,31.0,35.0,34.0,40.0,33.0,60.0,47.0,39.0,28.0,25.0,23.0,25.0,31.0,25.0,24.0,38.0,44.0,40.0,39.0,40.0
5253,5253.0,44.0,35.0,38.0,27.0,38.0,29.0,23.0,40.0,34.0,32.0,49.0,44.0,32.0,48.0,36.0,48.0,26.0,45.0,22.0,43.0,42.0,25.0,40.0,23.0,43.0,42.0,23.0,44.0
5473,5473.0,34.0,36.0,26.0,39.0,45.0,40.0,32.0,36.0,27.0,36.0,27.0,47.0,22.0,66.0,57.0,44.0,31.0,32.0,20.0,32.0,40.0,36.0,29.0,39.0,59.0,43.0,34.0,33.0
5474,5474.0,36.0,35.0,27.0,39.0,45.0,38.0,32.0,36.0,27.0,37.0,26.0,50.0,23.0,67.0,58.0,43.0,30.0,32.0,20.0,32.0,41.0,36.0,27.0,39.0,57.0,43.0,33.0,33.0
5479,5479.0,35.0,38.0,18.0,33.0,36.0,28.0,34.0,33.0,30.0,27.0,24.0,46.0,36.0,63.0,53.0,46.0,29.0,27.0,19.0,30.0,41.0,36.0,24.0,36.0,48.0,44.0,32.0,16.0
5482,5482.0,35.0,38.0,18.0,33.0,36.0,28.0,33.0,33.0,31.0,27.0,24.0,46.0,35.0,63.0,54.0,47.0,29.0,27.0,19.0,31.0,41.0,36.0,24.0,36.0,46.0,44.0,32.0,15.0
5700,5700.0,43.0,37.0,36.0,33.0,32.0,27.0,24.0,31.0,21.0,27.0,34.0,56.0,31.0,34.0,37.0,39.0,27.0,36.0,25.0,43.0,25.0,41.0,34.0,23.0,38.0,35.0,40.0,28.0
5716,5716.0,51.0,39.0,45.0,30.0,48.0,39.0,41.0,46.0,39.0,33.0,44.0,40.0,40.0,48.0,46.0,45.0,33.0,35.0,34.0,41.0,32.0,35.0,38.0,41.0,42.0,46.0,44.0,41.0
5720,5720.0,54.0,51.0,37.0,30.0,46.0,48.0,41.0,47.0,45.0,30.0,47.0,41.0,28.0,43.0,50.0,57.0,34.0,38.0,39.0,35.0,41.0,39.0,42.0,37.0,45.0,51.0,51.0,40.0
5766,5766.0,47.0,35.0,31.0,33.0,54.0,36.0,37.0,36.0,30.0,34.0,26.0,46.0,38.0,49.0,39.0,55.0,44.0,46.0,33.0,44.0,35.0,40.0,34.0,35.0,42.0,35.0,32.0,32.0
5938,5938.0,39.0,34.0,41.0,33.0,38.0,28.0,39.0,34.0,27.0,36.0,37.0,46.0,24.0,34.0,43.0,44.0,24.0,35.0,33.0,25.0,26.0,35.0,26.0,38.0,55.0,34.0,32.0,30.0
6100,6100.0,48.0,32.0,32.0,29.0,46.0,30.0,34.0,34.0,19.0,29.0,40.0,45.0,42.0,43.0,51.0,38.0,30.0,34.0,23.0,42.0,35.0,32.0,36.0,35.0,44.0,39.0,37.0,35.0
6195,6195.0,60.0,33.0,41.0,36.0,39.0,40.0,41.0,39.0,27.0,31.0,49.0,53.0,35.0,66.0,43.0,53.0,38.0,43.0,20.0,27.0,32.0,34.0,34.0,31.0,54.0,50.0,18.0,32.0
6356,6356.0,44.0,34.0,47.0,47.0,56.0,29.0,45.0,43.0,36.0,44.0,52.0,54.0,53.0,58.0,44.0,56.0,40.0,35.0,22.0,48.0,36.0,48.0,44.0,38.0,30.0,35.0,38.0,40.0
6376,6376.0,42.0,46.0,36.0,40.0,32.0,30.0,33.0,28.0,32.0,33.0,38.0,35.0,45.0,21.0,44.0,43.0,31.0,25.0,33.0,28.0,36.0,30.0,40.0,17.0,39.0,41.0,45.0,35.0
6388,6388.0,42.0,43.0,33.0,39.0,40.0,38.0,42.0,39.0,50.0,44.0,31.0,55.0,41.0,20.0,70.0,23.0,21.0,21.0,40.0,42.0,44.0,30.0,41.0,40.0,36.0,44.0,55.0,42.0
6406,6406.0,35.0,40.0,36.0,36.0,40.0,43.0,46.0,45.0,36.0,26.0,37.0,39.0,40.0,33.0,49.0,23.0,19.0,25.0,41.0,41.0,40.0,34.0,44.0,18.0,42.0,42.0,35.0,37.0
6444,6444.0,22.0,57.0,12.0,8.0,48.0,41.0,27.0,41.0,26.0,23.0,4.0,22.0,48.0,43.0,10.0,24.0,42.0,18.0,5.0,37.0,49.0,6.0,70.0,26.0,15.0,33.0,39.0,3.0
6445,6445.0,22.0,56.0,12.0,8.0,48.0,41.0,27.0,41.0,26.0,23.0,4.0,22.0,48.0,43.0,10.0,24.0,42.0,18.0,5.0,37.0,49.0,6.0,70.0,26.0,15.0,33.0,39.0,3.0
6450,6450.0,43.0,41.0,25.0,28.0,66.0,23.0,79.0,44.0,40.0,40.0,6.0,40.0,87.0,50.0,16.0,36.0,64.0,37.0,18.0,56.0,62.0,11.0,90.0,48.0,45.0,68.0,71.0,15.0
6452,6452.0,43.0,42.0,25.0,28.0,66.0,23.0,79.0,44.0,40.0,40.0,6.0,40.0,87.0,50.0,16.0,36.0,64.0,37.0,18.0,56.0,62.0,11.0,90.0,48.0,45.0,68.0,71.0,15.0
6484,6484.0,46.0,34.0,43.0,31.0,8.0,59.0,3.0,28.0,29.0,64.0,51.0,29.0,18.0,71.0,66.0,48.0,10.0,40.0,62.0,28.0,7.0,43.0,20.0,37.0,27.0,21.0,9.0,47.0
6485,6485.0,47.0,34.0,43.0,31.0,8.0,59.0,3.0,28.0,29.0,64.0,51.0,29.0,18.0,71.0,66.0,48.0,10.0,40.0,63.0,28.0,7.0,43.0,20.0,37.0,27.0,21.0,9.0,47.0
6486,6486.0,46.0,33.0,43.0,31.0,8.0,59.0,3.0,28.0,29.0,64.0,51.0,29.0,18.0,71.0,66.0,48.0,10.0,40.0,62.0,28.0,7.0,43.0,20.0,36.0,27.0,21.0,10.0,47.0
6490,6490.0,33.0,40.0,46.0,22.0,18.0,55.0,31.0,14.0,31.0,68.0,41.0,50.0,25.0,63.0,65.0,42.0,29.0,39.0,66.0,46.0,13.0,45.0,29.0,27.0,58.0,0.0,21.0,57.0
6492,6492.0,33.0,40.0,46.0,22.0,18.0,55.0,31.0,14.0,31.0,68.0,41.0,50.0,25.0,63.0,65.0,42.0,29.0,39.0,66.0,46.0,13.0,45.0,29.0,27.0,58.0,0.0,21.0,57.0
6493,6493.0,33.0,40.0,46.0,22.0,18.0,55.0,31.0,14.0,31.0,67.0,41.0,50.0,25.0,63.0,65.0,42.0,29.0,39.0,65.0,46.0,13.0,45.0,29.0,27.0,58.0,0.0,21.0,57.0
6494,6494.0,33.0,40.0,46.0,22.0,18.0,55.0,31.0,14.0,31.0,67.0,41.0,50.0,25.0,63.0,65.0,42.0,29.0,39.0,66.0,46.0,13.0,45.0,29.0,27.0,58.0,0.0,21.0,57.0
6495,6495.0,33.0,40.0,46.0,22.0,18.0,55.0,31.0,14.0,31.0,67.0,41.0,50.0,25.0,63.0,65.0,42.0,29.0,39.0,65.0,46.0,13.0,45.0,29.0,27.0,58.0,0.0,21.0,57.0
6496,6496.0,33.0,40.0,46.0,22.0,18.0,55.0,31.0,14.0,31.0,67.0,41.0,50.0,25.0,63.0,65.0,42.0,29.0,39.0,66.0,46.0,13.0,45.0,29.0,27.0,58.0,0.0,21.0,57.0
6554,6554.0,45.0,38.0,34.0,41.0,49.0,16.0,43.0,34.0,30.0,43.0,47.0,40.0,43.0,56.0,50.0,45.0,47.0,48.0,35.0,43.0,36.0,32.0,31.0,32.0,44.0,40.0,39.0,38.0
6600,6600.0,37.0,29.0,37.0,37.0,40.0,39.0,27.0,46.0,36.0,52.0,41.0,49.0,34.0,58.0,46.0,47.0,40.0,42.0,29.0,32.0,28.0,31.0,42.0,26.0,42.0,40.0,43.0,28.0
6759,6759.0,50.0,38.0,42.0,37.0,30.0,30.0,35.0,36.0,27.0,44.0,33.0,46.0,34.0,43.0,46.0,56.0,30.0,44.0,42.0,42.0,37.0,36.0,34.0,37.0,22.0,34.0,40.0,40.0
6771,6771.0,47.0,44.0,47.0,38.0,42.0,35.0,46.0,40.0,37.0,34.0,50.0,39.0,39.0,49.0,51.0,43.0,24.0,44.0,39.0,39.0,33.0,31.0,40.0,36.0,33.0,33.0,58.0,36.0
6773,6773.0,49.0,49.0,48.0,43.0,50.0,34.0,50.0,40.0,42.0,34.0,48.0,47.0,48.0,54.0,55.0,48.0,24.0,40.0,41.0,37.0,37.0,32.0,48.0,32.0,45.0,40.0,63.0,40.0
7150,7150.0,41.0,34.0,38.0,35.0,35.0,37.0,36.0,37.0,43.0,23.0,32.0,48.0,36.0,58.0,54.0,57.0,31.0,39.0,24.0,44.0,30.0,30.0,36.0,35.0,40.0,54.0,32.0,36.0
7319,7319.0,44.0,38.0,35.0,21.0,35.0,27.0,31.0,28.0,30.0,37.0,40.0,40.0,28.0,43.0,42.0,38.0,31.0,39.0,29.0,36.0,29.0,35.0,30.0,34.0,33.0,39.0,45.0,34.0
7321,7321.0,43.0,38.0,35.0,21.0,36.0,27.0,32.0,28.0,29.0,38.0,40.0,40.0,27.0,45.0,43.0,38.0,31.0,41.0,29.0,37.0,28.0,34.0,30.0,35.0,33.0,39.0,44.0,34.0
7322,7322.0,43.0,38.0,35.0,21.0,36.0,27.0,32.0,28.0,29.0,38.0,40.0,40.0,27.0,45.0,43.0,38.0,31.0,41.0,29.0,37.0,28.0,34.0,30.0,35.0,33.0,39.0,44.0,34.0
7336,7336.0,53.0,31.0,34.0,22.0,48.0,26.0,32.0,52.0,35.0,35.0,29.0,42.0,31.0,43.0,32.0,42.0,28.0,39.0,21.0,24.0,39.0,36.0,48.0,39.0,33.0,42.0,18.0,30.0
7493,7493.0,37.0,36.0,45.0,33.0,36.0,39.0,42.0,42.0,30.0,37.0,40.0,54.0,43.0,58.0,44.0,47.0,39.0,41.0,24.0,32.0,38.0,35.0,42.0,43.0,46.0,38.0,39.0,25.0
7495,7495.0,37.0,37.0,45.0,33.0,37.0,39.0,41.0,42.0,30.0,37.0,40.0,54.0,43.0,57.0,44.0,47.0,39.0,40.0,24.0,32.0,38.0,35.0,42.0,44.0,46.0,37.0,39.0,25.0
7497,7497.0,36.0,38.0,48.0,34.0,45.0,41.0,45.0,44.0,31.0,40.0,40.0,56.0,39.0,57.0,45.0,43.0,36.0,40.0,24.0,37.0,38.0,34.0,40.0,44.0,48.0,36.0,38.0,23.0
7498,7498.0,33.0,40.0,35.0,36.0,35.0,35.0,43.0,47.0,32.0,38.0,37.0,60.0,42.0,50.0,42.0,47.0,37.0,34.0,22.0,34.0,30.0,37.0,44.0,41.0,51.0,31.0,39.0,27.0
7499,7499.0,33.0,32.0,36.0,33.0,38.0,34.0,38.0,43.0,36.0,33.0,30.0,58.0,34.0,46.0,44.0,39.0,34.0,43.0,17.0,37.0,25.0,35.0,47.0,41.0,48.0,30.0,40.0,28.0
7577,7577.0,37.0,38.0,27.0,42.0,42.0,20.0,31.0,22.0,40.0,33.0,43.0,34.0,34.0,49.0,43.0,54.0,21.0,30.0,19.0,33.0,26.0,31.0,22.0,36.0,53.0,35.0,26.0,33.0
7615,7615.0,49.0,43.0,42.0,37.0,33.0,31.0,42.0,30.0,41.0,39.0,26.0,44.0,32.0,42.0,45.0,42.0,31.0,50.0,17.0,35.0,35.0,41.0,40.0,30.0,46.0,29.0,41.0,44.0
7762,7762.0,160.0,79.0,182.0,142.0,96.0,109.0,90.0,122.0,116.0,52.0,87.0,118.0,111.0,199.0,131.0,109.0,96.0,129.0,73.0,100.0,84.0,129.0,108.0,104.0,100.0,90.0,156.0,83.0
7783,7783.0,179.0,104.0,167.0,133.0,83.0,111.0,133.0,131.0,121.0,65.0,95.0,160.0,126.0,227.0,160.0,159.0,90.0,146.0,55.0,101.0,117.0,164.0,65.0,110.0,121.0,115.0,156.0,105.0
7791,7791.0,48.0,30.0,43.0,38.0,36.0,36.0,33.0,38.0,32.0,26.0,37.0,49.0,35.0,56.0,53.0,39.0,34.0,35.0,32.0,53.0,33.0,33.0,39.0,32.0,34.0,40.0,41.0,32.0
7792,7792.0,48.0,31.0,43.0,38.0,36.0,36.0,33.0,38.0,32.0,27.0,37.0,49.0,35.0,56.0,53.0,39.0,34.0,35.0,32.0,53.0,33.0,33.0,39.0,32.0,34.0,40.0,41.0,32.0
7809,7809.0,163.0,117.0,158.0,161.0,134.0,140.0,151.0,163.0,118.0,73.0,92.0,163.0,169.0,184.0,140.0,151.0,104.0,204.0,98.0,140.0,140.0,138.0,113.0,155.0,118.0,150.0,149.0,110.0
7810,7810.0,163.0,117.0,158.0,161.0,133.0,139.0,151.0,163.0,119.0,73.0,92.0,163.0,169.0,184.0,139.0,151.0,104.0,203.0,98.0,140.0,140.0,138.0,112.0,155.0,118.0,149.0,149.0,110.0
7857,7857.0,82.0,59.0,66.0,44.0,55.0,28.0,39.0,46.0,32.0,48.0,26.0,73.0,48.0,87.0,42.0,79.0,30.0,28.0,32.0,51.0,53.0,42.0,59.0,40.0,72.0,52.0,26.0,45.0
7872,7872.0,49.0,37.0,42.0,36.0,22.0,28.0,33.0,26.0,31.0,25.0,28.0,48.0,29.0,36.0,52.0,43.0,31.0,35.0,29.0,33.0,32.0,39.0,32.0,34.0,38.0,27.0,33.0,44.0
7885,7885.0,58.0,25.0,40.0,22.0,34.0,25.0,28.0,32.0,38.0,32.0,38.0,47.0,32.0,57.0,56.0,47.0,27.0,34.0,15.0,28.0,18.0,50.0,35.0,29.0,69.0,32.0,36.0,36.0
7900,7900.0,51.0,30.0,40.0,35.0,32.0,32.0,37.0,37.0,28.0,31.0,28.0,37.0,42.0,49.0,47.0,42.0,36.0,42.0,16.0,29.0,27.0,45.0,37.0,41.0,44.0,49.0,25.0,35.0
7915,7915.0,51.0,40.0,34.0,38.0,43.0,29.0,36.0,31.0,28.0,42.0,35.0,40.0,31.0,57.0,51.0,35.0,21.0,33.0,32.0,33.0,31.0,32.0,32.0,42.0,48.0,46.0,28.0,44.0
7937,7937.0,55.0,26.0,32.0,35.0,38.0,38.0,36.0,33.0,41.0,39.0,49.0,43.0,39.0,38.0,42.0,45.0,25.0,33.0,26.0,39.0,43.0,35.0,40.0,41.0,38.0,25.0,52.0,32.0
7991,7991.0,33.0,45.0,44.0,24.0,41.0,28.0,32.0,37.0,31.0,29.0,36.0,34.0,32.0,58.0,39.0,40.0,27.0,41.0,15.0,37.0,30.0,32.0,35.0,43.0,39.0,44.0,40.0,28.0
8054,8054.0,45.0,42.0,36.0,24.0,25.0,23.0,20.0,20.0,27.0,28.0,29.0,46.0,24.0,47.0,42.0,42.0,24.0,36.0,27.0,35.0,35.0,37.0,25.0,38.0,60.0,43.0,26.0,29.0
8166,8166.0,31.0,17.0,28.0,18.0,30.0,19.0,28.0,28.0,21.0,19.0,19.0,32.0,32.0,32.0,30.0,25.0,23.0,30.0,18.0,17.0,18.0,23.0,21.0,23.0,30.0,39.0,22.0,32.0
8300,8300.0,52.0,45.0,31.0,50.0,55.0,46.0,46.0,37.0,47.0,46.0,41.0,39.0,37.0,63.0,56.0,43.0,44.0,44.0,25.0,34.0,51.0,49.0,48.0,32.0,51.0,52.0,40.0,36.0
8344,8344.0,39.0,32.0,41.0,39.0,40.0,23.0,35.0,37.0,25.0,20.0,37.0,42.0,36.0,50.0,49.0,38.0,17.0,31.0,9.0,25.0,28.0,38.0,34.0,32.0,46.0,36.0,27.0,31.0
8345,8345.0,40.0,32.0,41.0,38.0,39.0,23.0,35.0,37.0,25.0,20.0,37.0,42.0,36.0,48.0,49.0,40.0,17.0,32.0,9.0,24.0,30.0,38.0,34.0,32.0,47.0,36.0,28.0,31.0
8816,8816.0,53.0,37.0,44.0,34.0,34.0,28.0,41.0,36.0,35.0,29.0,35.0,30.0,47.0,48.0,39.0,63.0,40.0,34.0,34.0,41.0,49.0,39.0,38.0,42.0,42.0,39.0,31.0,41.0
9000,9000.0,32.0,38.0,33.0,42.0,38.0,27.0,34.0,42.0,32.0,31.0,31.0,36.0,43.0,53.0,58.0,46.0,29.0,41.0,24.0,37.0,43.0,41.0,43.0,42.0,44.0,32.0,42.0,55.0
9024,9024.0,49.0,40.0,42.0,46.0,46.0,46.0,35.0,55.0,32.0,37.0,34.0,50.0,30.0,61.0,37.0,55.0,37.0,30.0,23.0,36.0,32.0,45.0,45.0,41.0,39.0,37.0,37.0,33.0
9100,9100.0,39.0,47.0,48.0,34.0,38.0,27.0,43.0,25.0,36.0,28.0,30.0,39.0,31.0,53.0,62.0,50.0,30.0,32.0,13.0,34.0,28.0,42.0,32.0,27.0,55.0,30.0,39.0,46.0
9222,9222.0,52.0,42.0,29.0,35.0,33.0,34.0,45.0,36.0,35.0,20.0,32.0,44.0,40.0,64.0,41.0,56.0,22.0,37.0,15.0,32.0,35.0,32.0,29.0,26.0,45.0,37.0,31.0,33.0
9224,9224.0,53.0,45.0,30.0,32.0,32.0,38.0,44.0,33.0,39.0,21.0,33.0,41.0,44.0,61.0,42.0,56.0,21.0,37.0,15.0,31.0,33.0,37.0,31.0,26.0,44.0,33.0,32.0,32.0
9225,9225.0,53.0,45.0,30.0,32.0,32.0,38.0,43.0,33.0,39.0,22.0,33.0,41.0,43.0,61.0,42.0,56.0,21.0,36.0,15.0,32.0,31.0,37.0,31.0,27.0,43.0,32.0,32.0,32.0
9290,9290.0,44.0,29.0,41.0,25.0,53.0,34.0,44.0,46.0,36.0,47.0,30.0,47.0,35.0,50.0,50.0,59.0,24.0,36.0,42.0,27.0,32.0,40.0,36.0,26.0,45.0,48.0,22.0,27.0
9635,9635.0,48.0,34.0,38.0,34.0,40.0,31.0,28.0,46.0,34.0,34.0,34.0,39.0,41.0,60.0,41.0,40.0,36.0,31.0,16.0,52.0,40.0,36.0,34.0,45.0,55.0,39.0,52.0,23.0
9674,9674.0,55.0,41.0,49.0,25.0,43.0,31.0,40.0,36.0,35.0,35.0,26.0,57.0,31.0,36.0,51.0,56.0,24.0,42.0,25.0,35.0,27.0,35.0,35.0,34.0,46.0,37.0,39.0,37.0
9740,9740.0,28.0,45.0,41.0,23.0,35.0,22.0,33.0,30.0,28.0,30.0,26.0,44.0,27.0,49.0,47.0,43.0,25.0,30.0,19.0,32.0,16.0,35.0,33.0,30.0,39.0,42.0,29.0,34.0
9845,9845.0,43.0,31.0,37.0,31.0,37.0,34.0,29.0,28.0,26.0,40.0,29.0,34.0,41.0,57.0,45.0,41.0,25.0,31.0,15.0,34.0,30.0,33.0,39.0,29.0,41.0,38.0,38.0,42.0
10350,10350.0,49.0,42.0,65.0,44.0,45.0,47.0,54.0,62.0,46.0,45.0,34.0,45.0,45.0,55.0,59.0,50.0,49.0,57.0,35.0,47.0,45.0,42.0,56.0,34.0,40.0,39.0,41.0,42.0
10372,10372.0,59.0,44.0,30.0,35.0,34.0,30.0,34.0,35.0,27.0,31.0,42.0,36.0,45.0,62.0,46.0,63.0,34.0,29.0,40.0,41.0,31.0,45.0,41.0,30.0,45.0,33.0,36.0,28.0
10383,10383.0,38.0,33.0,27.0,25.0,32.0,32.0,32.0,39.0,30.0,33.0,38.0,52.0,40.0,66.0,35.0,51.0,28.0,28.0,26.0,49.0,29.0,28.0,47.0,40.0,35.0,39.0,41.0,30.0
10438,10438.0,49.0,39.0,50.0,39.0,33.0,32.0,35.0,45.0,31.0,21.0,42.0,39.0,52.0,65.0,48.0,60.0,29.0,36.0,27.0,46.0,32.0,26.0,45.0,40.0,55.0,38.0,47.0,25.0
10455,10455.0,28.0,40.0,41.0,35.0,32.0,26.0,40.0,40.0,34.0,32.0,37.0,53.0,42.0,64.0,41.0,54.0,29.0,36.0,27.0,35.0,41.0,34.0,33.0,27.0,44.0,31.0,36.0,41.0
10551,10551.0,51.0,28.0,36.0,35.0,29.0,34.0,43.0,32.0,31.0,27.0,24.0,23.0,47.0,38.0,39.0,31.0,15.0,28.0,19.0,38.0,25.0,28.0,32.0,31.0,36.0,28.0,26.0,35.0
10562,10562.0,33.0,29.0,34.0,45.0,37.0,37.0,28.0,48.0,38.0,39.0,37.0,42.0,34.0,62.0,47.0,51.0,24.0,40.0,19.0,38.0,28.0,41.0,27.0,49.0,63.0,43.0,34.0,34.0
10595,10595.0,48.0,43.0,43.0,43.0,38.0,35.0,27.0,36.0,33.0,45.0,29.0,52.0,41.0,54.0,44.0,33.0,29.0,34.0,38.0,28.0,41.0,28.0,29.0,34.0,34.0,40.0,33.0,49.0
10651,10651.0,44.0,48.0,42.0,25.0,41.0,57.0,36.0,42.0,31.0,46.0,32.0,39.0,37.0,42.0,40.0,47.0,35.0,46.0,32.0,41.0,36.0,43.0,40.0,26.0,38.0,40.0,46.0,43.0
10803,10803.0,46.0,41.0,41.0,42.0,37.0,37.0,46.0,43.0,39.0,36.0,26.0,47.0,40.0,75.0,38.0,37.0,27.0,43.0,22.0,27.0,36.0,35.0,33.0,33.0,55.0,34.0,57.0,37.0
10879,10879.0,49.0,50.0,30.0,26.0,48.0,33.0,25.0,40.0,28.0,22.0,42.0,37.0,39.0,50.0,52.0,50.0,24.0,44.0,23.0,59.0,33.0,45.0,47.0,40.0,42.0,32.0,22.0,22.0
10931,10931.0,29.0,34.0,32.0,37.0,28.0,19.0,42.0,25.0,32.0,28.0,24.0,28.0,30.0,34.0,39.0,42.0,38.0,23.0,26.0,33.0,38.0,25.0,37.0,30.0,38.0,29.0,28.0,24.0
11080,11080.0,44.0,33.0,35.0,40.0,44.0,34.0,37.0,32.0,29.0,29.0,33.0,42.0,32.0,63.0,54.0,40.0,18.0,46.0,18.0,26.0,27.0,41.0,29.0,45.0,68.0,33.0,35.0,37.0
11217,11217.0,62.0,43.0,45.0,35.0,48.0,47.0,32.0,40.0,36.0,51.0,41.0,44.0,37.0,50.0,51.0,55.0,43.0,39.0,34.0,35.0,27.0,37.0,43.0,33.0,44.0,51.0,27.0,38.0
11328,11328.0,47.0,51.0,38.0,37.0,50.0,30.0,26.0,37.0,26.0,40.0,26.0,46.0,32.0,55.0,59.0,41.0,28.0,51.0,28.0,37.0,57.0,31.0,48.0,44.0,43.0,61.0,26.0,39.0
11535,11535.0,31.0,38.0,39.0,28.0,40.0,30.0,28.0,28.0,19.0,39.0,28.0,37.0,25.0,55.0,49.0,48.0,24.0,44.0,15.0,29.0,25.0,33.0,35.0,30.0,41.0,33.0,34.0,33.0
11550,11550.0,48.0,52.0,37.0,36.0,40.0,38.0,35.0,37.0,33.0,28.0,38.0,44.0,43.0,61.0,47.0,44.0,43.0,52.0,34.0,44.0,45.0,40.0,32.0,38.0,38.0,43.0,40.0,31.0
11561,11561.0,50.0,41.0,35.0,39.0,41.0,30.0,42.0,47.0,40.0,32.0,36.0,41.0,31.0,59.0,44.0,43.0,38.0,33.0,17.0,36.0,34.0,34.0,30.0,45.0,45.0,40.0,39.0,33.0
11580,11580.0,44.0,33.0,38.0,43.0,33.0,26.0,39.0,33.0,42.0,29.0,33.0,42.0,40.0,64.0,48.0,58.0,21.0,38.0,20.0,33.0,32.0,38.0,41.0,35.0,42.0,46.0,35.0,25.0
